R1;R2;R3;R4;R5;label
0.03;0.09;0.46;1.62;4.64;4
0.02;0.11;0.48;1.81;5.35;4
0.0;0.17;0.46;1.53;4.06;4
0.04;0.13;0.41;1.91;4.54;4
0.07;0.19;0.51;1.38;4.74;4
0.07;0.2;0.55;1.54;5.03;4
0.03;0.1;0.41;1.68;5.58;4
0.05;0.13;0.53;1.93;6.4;4
0.04;0.14;0.39;1.83;7.61;4
0.07;0.14;0.42;1.09;3.13;4
0.03;0.15;0.43;1.57;5.04;4
0.01;0.06;0.36;1.73;5.83;4
0.06;0.15;0.64;2.17;6.7;4
0.04;0.17;0.52;1.74;6.67;4
0.07;0.17;0.53;1.82;5.09;4
0.03;0.16;0.47;1.5;5.2;4
0.05;0.07;0.31;1.23;3.49;4
0.02;0.07;0.23;0.87;3.05;4
0.01;0.07;0.52;2.1;5.89;4
0.04;0.1;0.49;2.03;5.07;4
0.01;0.1;0.34;1.6;5.0;4
0.06;0.17;0.5;1.97;6.6;4
0.02;0.08;0.25;0.87;2.54;4
0.01;0.17;0.49;1.51;5.26;4
0.03;0.12;0.52;1.59;4.32;4
0.0;0.05;0.42;1.81;4.57;4
0.01;0.08;0.33;1.18;3.61;4
0.03;0.08;0.31;1.22;4.39;4
0.04;0.12;0.43;1.47;4.6;4
0.04;0.09;0.29;1.67;7.57;4
0.01;0.16;0.58;2.04;5.82;4
0.01;0.04;0.23;0.98;3.53;4
0.0;0.1;0.41;1.89;6.07;4
0.01;0.12;0.48;1.41;4.65;4
0.01;0.06;0.39;1.33;4.14;4
0.03;0.12;0.4;1.17;4.44;4
0.02;0.07;0.41;1.84;7.05;4
0.04;0.19;0.53;1.9;4.84;4
0.05;0.08;0.51;1.91;6.01;4
0.03;0.14;0.46;1.56;4.43;4
0.02;0.09;0.41;2.06;6.37;4
0.01;0.08;0.44;1.75;4.63;4
0.02;0.11;0.47;1.67;7.19;4
0.03;0.12;0.45;1.93;7.18;4
0.03;0.16;0.47;1.37;4.78;4
0.01;0.04;0.44;1.89;7.2;4
0.0;0.05;0.3;1.15;4.23;4
0.06;0.15;0.46;1.35;4.52;4
0.03;0.08;0.28;1.02;4.1;4
0.01;0.09;0.42;1.35;3.95;4
0.02;0.05;0.47;1.54;3.67;4
0.03;0.1;0.47;1.79;6.72;4
0.01;0.11;0.44;1.37;4.8;4
0.02;0.13;0.43;1.93;7.07;4
0.03;0.12;0.47;1.72;6.63;4
0.04;0.17;0.59;2.23;7.27;4
0.02;0.15;0.31;0.68;2.44;4
0.01;0.11;0.49;1.95;7.68;4
0.02;0.1;0.52;1.97;5.85;4
0.01;0.13;0.59;1.33;3.44;4
0.04;0.12;0.55;2.17;6.33;4
0.04;0.09;0.42;1.66;5.14;4
0.04;0.13;0.51;1.67;5.27;4
0.02;0.19;0.61;2.11;6.97;4
0.05;0.13;0.39;1.64;7.29;4
0.03;0.15;0.45;1.73;5.54;4
0.03;0.09;0.42;1.63;5.07;4
0.01;0.08;0.41;1.79;6.79;4
0.03;0.1;0.43;1.83;5.81;4
0.0;0.08;0.4;1.91;5.88;4
0.05;0.1;0.6;2.13;6.73;4
0.04;0.15;0.43;1.73;7.69;4
0.05;0.1;0.43;1.31;4.2;4
0.01;0.2;0.47;1.48;5.01;4
0.05;0.12;0.49;2.24;6.26;4
0.03;0.11;0.44;1.78;5.48;4
0.02;0.14;0.52;2.03;7.14;4
0.03;0.16;0.53;2.04;6.71;4
0.0;0.06;0.33;1.8;7.63;4
0.01;0.1;0.42;1.75;4.9;4
0.08;0.16;0.41;1.37;4.75;4
0.03;0.14;0.48;1.77;6.13;4
0.01;0.07;0.36;1.81;6.13;4
0.02;0.16;0.51;2.11;6.22;4
0.02;0.11;0.31;1.02;3.74;4
0.04;0.16;0.44;1.97;7.48;4
0.0;0.07;0.28;1.1;3.65;4
0.06;0.15;0.53;2.0;7.21;4
0.0;0.14;0.41;1.8;7.16;4
0.04;0.18;0.58;2.04;7.27;4
0.02;0.13;0.57;1.73;4.27;4
0.0;0.13;0.47;1.87;6.17;4
0.01;0.07;0.37;1.79;6.12;4
0.05;0.14;0.4;1.82;6.83;4
0.03;0.13;0.52;2.07;5.62;4
0.09;0.16;0.49;1.41;4.85;4
0.01;0.08;0.49;1.47;4.9;4
0.06;0.11;0.54;2.17;6.84;4
0.04;0.13;0.6;2.14;7.22;4
0.04;0.09;0.57;2.05;5.39;4
0.01;0.14;0.56;2.16;5.85;4
0.04;0.18;0.57;2.12;6.24;4
0.02;0.11;0.55;2.11;6.14;4
0.05;0.16;0.64;2.16;6.98;4
0.02;0.09;0.57;1.38;3.77;4
0.03;0.08;0.56;1.99;5.6;4
0.03;0.06;0.23;1.02;3.5;4
0.05;0.14;0.34;1.28;4.51;4
0.02;0.11;0.47;2.21;5.53;4
0.03;0.11;0.47;2.03;7.33;4
0.08;0.17;0.47;1.3;4.46;4
0.03;0.15;0.43;1.31;4.64;4
0.02;0.15;0.41;1.72;7.53;4
0.03;0.11;0.41;1.74;7.59;4
0.01;0.08;0.46;1.8;7.27;4
0.04;0.13;0.5;2.21;6.41;4
0.05;0.19;0.62;1.9;5.09;4
0.02;0.07;0.43;1.74;6.4;4
0.02;0.08;0.46;1.82;5.46;4
0.02;0.06;0.42;1.69;7.2;4
0.02;0.1;0.35;1.05;2.78;4
0.03;0.09;0.4;1.64;5.08;4
0.04;0.13;0.54;1.8;5.32;4
0.06;0.13;0.58;1.62;6.65;4
0.06;0.1;0.27;0.98;3.88;4
0.02;0.09;0.39;1.33;4.91;4
0.01;0.07;0.24;0.58;2.09;4
0.03;0.06;0.43;1.81;4.51;4
0.01;0.06;0.43;1.75;7.66;4
0.01;0.08;0.46;1.92;4.75;4
0.04;0.14;0.48;1.31;4.87;4
0.01;0.17;0.59;1.74;5.0;4
0.03;0.1;0.33;1.64;7.61;4
0.01;0.09;0.46;2.04;5.75;4
0.06;0.16;0.48;1.19;4.34;4
0.03;0.12;0.44;1.75;5.3;4
0.04;0.17;0.62;2.14;6.79;4
0.03;0.12;0.46;1.73;7.58;4
0.0;0.05;0.24;0.78;2.25;4
0.03;0.13;0.53;2.2;6.45;4
0.03;0.12;0.48;2.02;4.97;4
0.03;0.12;0.45;1.86;6.28;4
0.05;0.14;0.35;0.84;2.58;4
0.01;0.05;0.43;1.6;5.12;4
0.03;0.14;0.45;1.73;7.62;4
0.0;0.15;0.57;2.09;7.06;4
0.01;0.08;0.49;1.88;7.28;4
0.0;0.05;0.28;1.01;3.83;4
0.05;0.1;0.42;1.35;4.17;4
0.03;0.12;0.52;2.05;5.05;4
0.04;0.17;0.53;2.0;6.92;4
0.03;0.15;0.48;1.68;5.24;4
0.03;0.1;0.57;2.0;7.43;4
0.01;0.07;0.37;1.81;6.18;4
0.02;0.13;0.58;2.11;5.71;4
0.01;0.07;0.39;1.85;7.48;4
0.03;0.15;0.54;1.66;4.81;4
0.05;0.07;0.42;1.67;7.04;4
0.02;0.08;0.48;1.83;7.61;4
0.04;0.16;0.6;1.66;4.08;4
0.02;0.11;0.63;2.09;6.36;4
0.06;0.21;0.51;1.54;5.15;4
0.01;0.07;0.37;1.82;7.23;4
0.05;0.22;0.63;2.07;7.27;4
0.02;0.14;0.39;1.41;4.84;4
0.02;0.11;0.41;1.31;4.17;4
0.03;0.1;0.58;2.04;6.96;4
0.05;0.17;0.59;2.07;6.13;4
0.05;0.13;0.6;1.67;5.08;4
0.07;0.19;0.55;1.62;5.06;4
0.01;0.19;0.58;2.28;7.37;4
0.02;0.07;0.33;1.23;3.78;4
0.02;0.06;0.34;1.29;3.95;4
0.03;0.09;0.45;1.63;7.13;4
0.01;0.15;0.56;2.03;7.48;4
0.01;0.08;0.44;2.17;7.03;4
0.04;0.09;0.38;1.94;7.75;4
0.02;0.06;0.24;0.92;2.98;4
0.03;0.09;0.45;1.73;7.52;4
0.01;0.07;0.37;1.71;7.62;4
0.04;0.16;0.48;1.5;3.87;4
0.01;0.07;0.53;1.78;5.61;4
0.04;0.1;0.27;1.14;3.77;4
0.01;0.08;0.51;1.88;7.66;4
0.05;0.12;0.59;2.07;7.07;4
0.04;0.11;0.6;2.14;6.63;4
0.03;0.1;0.47;1.9;6.61;4
0.03;0.2;0.64;2.01;5.49;4
0.04;0.13;0.37;0.82;2.82;4
0.05;0.1;0.48;2.04;5.35;4
0.04;0.17;0.6;1.93;5.22;4
0.04;0.1;0.28;0.97;3.75;4
0.05;0.12;0.54;2.14;6.42;4
0.03;0.11;0.63;1.9;7.48;4
0.05;0.13;0.39;1.79;5.69;4
0.02;0.11;0.38;1.98;7.72;4
0.0;0.02;0.36;0.99;3.77;4
0.01;0.06;0.21;0.78;2.43;4
0.02;0.08;0.47;1.54;5.59;4
0.02;0.15;0.51;2.01;6.94;4
0.03;0.11;0.37;1.19;4.43;4
0.02;0.11;0.45;1.69;5.89;4
0.04;0.12;0.46;1.88;7.32;4
0.04;0.16;0.41;1.73;5.92;4
0.01;0.12;0.53;2.04;6.02;4
0.03;0.11;0.34;1.01;3.02;4
0.04;0.14;0.47;1.73;7.11;4
0.06;0.15;0.62;2.17;6.55;4
0.01;0.09;0.39;1.83;5.97;4
0.01;0.11;0.58;2.12;6.08;4
0.03;0.06;0.22;1.04;3.6;4
0.02;0.15;0.65;2.2;7.07;4
0.03;0.09;0.29;1.11;4.19;4
0.03;0.14;0.51;1.97;4.85;4
0.02;0.12;0.38;1.31;4.16;4
0.01;0.13;0.46;1.53;5.14;4
0.03;0.1;0.56;2.12;6.66;4
0.03;0.11;0.3;1.18;3.63;4
0.04;0.13;0.53;2.22;6.33;4
0.01;0.07;0.38;2.01;5.91;4
0.01;0.08;0.45;1.92;5.82;4
0.1;0.16;0.48;1.37;4.66;4
0.05;0.12;0.33;1.07;4.11;4
0.01;0.08;0.52;1.93;5.0;4
0.02;0.08;0.48;1.92;5.85;4
0.03;0.13;0.6;1.76;4.72;4
0.03;0.07;0.47;1.77;6.04;4
0.03;0.14;0.41;1.74;7.34;4
0.01;0.09;0.4;1.35;4.44;4
0.03;0.18;0.54;2.13;6.46;4
0.03;0.08;0.43;1.51;5.18;4
0.04;0.09;0.48;2.0;7.16;4
0.0;0.14;0.46;2.22;6.44;4
0.06;0.18;0.49;1.48;4.84;4
0.02;0.14;0.46;1.72;4.18;4
0.03;0.12;0.52;1.29;3.37;4
0.03;0.14;0.61;2.15;6.69;4
0.05;0.17;0.48;1.29;4.49;4
0.02;0.13;0.38;0.88;2.94;4
0.04;0.12;0.52;2.14;6.89;4
0.03;0.12;0.45;1.85;5.89;4
0.04;0.1;0.68;2.09;6.48;4
0.01;0.12;0.44;1.38;4.89;4
0.02;0.13;0.37;1.26;3.41;4
0.03;0.11;0.61;1.89;7.46;4
0.08;0.16;0.5;1.67;6.87;4
0.0;0.11;0.34;1.26;4.48;4
0.02;0.08;0.32;1.09;4.14;4
0.01;0.11;0.5;2.1;6.7;4
0.04;0.1;0.44;1.83;7.19;4
0.0;0.09;0.39;1.52;4.16;4
0.02;0.09;0.46;1.48;4.74;4
0.05;0.13;0.58;2.05;7.4;4
0.0;0.04;0.45;1.82;5.99;4
0.01;0.08;0.49;1.98;7.0;4
0.02;0.12;0.42;1.97;7.56;4
0.03;0.11;0.27;1.25;4.7;4
0.01;0.07;0.37;1.83;4.32;4
0.06;0.13;0.46;1.66;5.61;4
0.04;0.09;0.27;0.83;2.62;4
0.05;0.12;0.55;1.98;7.74;4
0.04;0.14;0.54;2.18;6.43;4
0.01;0.09;0.36;1.74;6.41;4
0.01;0.04;0.23;0.97;4.05;4
0.04;0.09;0.53;1.84;5.97;4
0.04;0.11;0.44;2.1;6.48;4
0.05;0.15;0.51;1.58;5.34;4
0.04;0.1;0.52;1.18;3.08;4
0.01;0.07;0.37;1.83;7.45;4
0.02;0.05;0.25;1.08;3.41;4
0.03;0.12;0.49;1.39;4.82;4
0.01;0.12;0.44;1.94;6.27;4
0.03;0.1;0.45;1.88;5.62;4
0.0;0.06;0.49;1.8;5.61;4
0.02;0.1;0.47;1.67;7.58;4
0.03;0.16;0.39;1.37;4.06;4
0.01;0.07;0.35;1.73;6.87;4
0.02;0.15;0.43;2.08;6.3;4
0.04;0.14;0.5;1.45;4.36;4
0.01;0.08;0.42;1.88;6.37;4
0.01;0.13;0.45;1.75;5.97;4
0.04;0.16;0.38;1.82;5.64;4
0.06;0.12;0.53;2.08;7.61;4
0.03;0.09;0.39;1.84;5.69;4
0.02;0.05;0.43;1.86;5.53;4
0.07;0.16;0.53;1.3;4.5;4
0.01;0.15;0.49;1.2;3.37;4
0.01;0.05;0.32;1.26;4.12;4
0.04;0.13;0.37;0.87;2.94;4
0.07;0.16;0.5;1.94;5.07;4
0.03;0.06;0.36;1.67;5.56;4
0.01;0.04;0.24;0.82;2.58;4
0.04;0.11;0.54;1.93;7.27;4
0.01;0.05;0.21;0.95;3.66;4
0.02;0.12;0.42;1.98;7.72;4
0.02;0.13;0.4;1.32;4.75;4
0.04;0.13;0.5;1.64;6.98;4
0.03;0.11;0.42;2.09;5.88;4
0.01;0.09;0.44;1.87;5.66;4
0.02;0.08;0.43;1.64;7.02;4
0.03;0.11;0.44;1.76;7.66;4
0.01;0.1;0.57;1.81;4.48;4
0.02;0.16;0.42;1.85;5.9;4
0.02;0.07;0.31;1.0;3.9;4
0.01;0.07;0.41;1.63;7.54;4
0.05;0.16;0.42;1.73;5.77;4
0.02;0.15;0.51;1.32;3.66;4
0.04;0.1;0.43;1.59;4.9;4
0.04;0.16;0.48;1.34;3.45;4
0.02;0.11;0.53;2.11;6.41;4
0.01;0.12;0.39;1.66;5.38;4
0.02;0.16;0.48;1.95;7.6;4
0.05;0.08;0.57;2.09;6.25;4
0.03;0.09;0.38;1.32;4.99;4
0.02;0.09;0.43;1.88;5.96;4
0.03;0.06;0.25;1.02;4.22;4
0.03;0.12;0.44;1.81;7.05;4
0.04;0.11;0.53;1.49;5.2;4
0.04;0.14;0.57;2.08;7.39;4
0.04;0.1;0.55;2.17;6.89;4
0.03;0.14;0.4;1.82;7.49;4
0.03;0.11;0.5;1.65;7.38;4
0.0;0.1;0.41;1.56;4.28;4
0.03;0.11;0.31;0.78;2.7;4
0.02;0.09;0.28;0.66;2.57;4
0.04;0.14;0.45;1.88;7.26;4
0.02;0.11;0.53;1.93;5.87;4
0.02;0.13;0.48;1.12;3.22;4
0.05;0.14;0.48;1.96;6.2;4
0.03;0.1;0.43;1.68;7.17;4
0.05;0.11;0.43;1.22;3.52;4
0.06;0.12;0.52;2.0;4.74;4
0.05;0.16;0.59;1.42;3.63;4
0.02;0.1;0.43;1.68;5.94;4
0.03;0.09;0.3;0.96;3.79;4
0.05;0.13;0.52;2.02;6.73;4
0.05;0.12;0.53;1.54;4.42;4
0.03;0.12;0.52;1.97;7.16;4
0.02;0.13;0.42;1.79;5.48;4
0.04;0.14;0.44;1.66;5.05;4
0.02;0.13;0.61;2.12;6.36;4
0.03;0.07;0.32;1.78;6.68;4
0.04;0.1;0.51;2.28;6.37;4
0.05;0.14;0.5;2.08;7.05;4
0.04;0.1;0.52;1.84;5.7;4
0.04;0.16;0.49;1.46;3.77;4
0.05;0.14;0.54;2.05;7.21;4
0.0;0.07;0.32;1.31;4.72;4
0.03;0.11;0.51;1.62;4.41;4
0.0;0.06;0.41;1.08;4.22;4
0.07;0.18;0.55;2.14;6.78;4
0.01;0.13;0.49;1.88;7.35;4
0.05;0.09;0.47;1.8;6.96;4
0.04;0.18;0.6;1.88;5.77;4
0.0;0.13;0.46;1.84;5.6;4
0.05;0.15;0.54;1.58;6.78;4
0.07;0.16;0.49;1.41;4.85;4
0.07;0.22;0.57;2.01;5.45;4
0.03;0.15;0.47;1.73;5.83;4
0.04;0.13;0.42;2.09;6.35;4
0.02;0.11;0.42;1.65;6.57;4
0.07;0.19;0.55;1.63;5.07;4
0.04;0.09;0.44;1.81;7.39;4
0.0;0.11;0.44;1.73;6.44;4
0.04;0.09;0.42;1.4;5.11;4
0.04;0.09;0.23;0.97;3.77;4
0.04;0.16;0.47;2.15;6.24;4
0.01;0.06;0.25;0.74;2.66;4
0.04;0.14;0.48;1.74;6.79;4
0.03;0.17;0.43;1.73;5.83;4
0.01;0.1;0.42;1.26;3.79;4
0.06;0.13;0.35;0.92;2.81;4
0.07;0.21;0.54;1.96;5.33;4
0.01;0.09;0.27;0.68;2.61;4
0.06;0.16;0.45;1.87;7.33;4
0.02;0.12;0.54;2.12;6.25;4
0.01;0.11;0.39;1.74;7.41;4
0.02;0.13;0.39;1.67;7.59;4
0.01;0.05;0.36;1.77;7.63;4
0.04;0.19;0.63;1.92;5.4;4
0.03;0.1;0.31;0.86;2.39;4
0.04;0.13;0.5;1.91;6.78;4
0.04;0.14;0.53;1.64;4.61;4
0.03;0.11;0.5;1.95;7.0;4
0.04;0.12;0.57;2.11;7.57;4
0.06;0.16;0.58;2.0;7.47;4
0.05;0.13;0.5;1.77;5.01;4
0.01;0.09;0.4;1.83;6.02;4
0.04;0.11;0.33;1.04;3.09;4
0.03;0.11;0.3;1.3;4.95;4
0.01;0.13;0.59;2.15;7.0;4
0.07;0.21;0.59;2.08;7.28;4
0.01;0.09;0.41;1.45;5.23;4
0.03;0.14;0.34;1.04;3.97;4
0.04;0.09;0.4;1.5;4.84;4
0.04;0.09;0.57;1.91;5.68;4
0.06;0.19;0.52;2.1;5.65;4
0.03;0.12;0.37;1.75;7.6;4
0.04;0.1;0.47;1.91;7.68;4
0.02;0.12;0.3;0.68;2.63;4
0.03;0.11;0.51;1.5;4.99;4
0.0;0.06;0.37;1.62;3.99;4
0.04;0.09;0.45;1.47;4.28;4
0.02;0.06;0.37;1.7;7.44;4
0.01;0.12;0.3;0.89;2.55;4
0.02;0.16;0.49;1.65;5.37;4
0.02;0.13;0.52;1.99;4.79;4
0.02;0.1;0.37;1.28;4.37;4
0.02;0.11;0.28;0.87;2.64;4
0.03;0.11;0.37;1.17;4.37;4
0.03;0.16;0.48;1.88;7.64;4
0.05;0.15;0.47;1.63;5.39;4
0.06;0.18;0.62;2.21;7.3;4
0.04;0.08;0.38;1.36;4.14;4
0.03;0.08;0.34;1.11;4.1;4
0.03;0.12;0.48;1.24;3.34;4
0.0;0.08;0.56;1.56;4.99;4
0.02;0.12;0.42;1.66;6.98;4
0.01;0.13;0.49;1.98;6.72;4
0.01;0.04;0.26;1.17;3.79;4
0.02;0.1;0.39;1.64;5.32;4
0.01;0.08;0.55;2.1;6.0;4
0.04;0.13;0.43;1.71;6.91;4
0.02;0.09;0.51;1.86;7.53;4
0.01;0.07;0.39;1.88;7.18;4
0.05;0.15;0.52;1.76;6.24;4
0.01;0.11;0.51;2.15;6.45;4
0.04;0.12;0.54;2.18;6.72;4
0.06;0.14;0.47;1.87;7.34;4
0.01;0.07;0.44;1.66;5.5;4
0.02;0.1;0.31;1.2;4.09;4
0.02;0.11;0.42;1.75;7.66;4
0.03;0.12;0.56;2.05;5.16;4
0.02;0.08;0.39;1.88;6.6;4
0.02;0.12;0.38;1.64;5.3;4
0.02;0.14;0.65;2.23;7.11;4
0.02;0.11;0.33;1.25;4.16;4
0.03;0.11;0.39;1.31;4.53;4
0.04;0.12;0.31;1.24;3.91;4
0.04;0.1;0.46;1.81;6.92;4
0.07;0.19;0.5;1.78;4.8;4
0.02;0.14;0.63;1.82;4.96;4
0.04;0.15;0.33;1.28;4.59;4
0.04;0.15;0.55;2.03;5.87;4
0.0;0.07;0.41;1.39;3.49;4
0.05;0.17;0.47;1.3;4.57;4
0.03;0.21;0.37;0.82;2.63;4
0.01;0.07;0.48;2.09;5.97;4
0.03;0.17;0.57;1.94;6.31;4
0.04;0.1;0.28;1.12;3.97;4
0.03;0.12;0.59;2.11;6.82;4
0.08;0.15;0.44;1.32;4.66;4
0.03;0.17;0.53;1.34;3.53;4
0.03;0.11;0.47;1.3;3.39;4
0.01;0.07;0.4;1.77;6.06;4
0.04;0.14;0.51;1.66;4.62;4
0.0;0.03;0.39;1.59;7.61;4
0.02;0.13;0.41;1.7;5.33;4
0.03;0.1;0.57;2.12;6.7;4
0.03;0.2;0.49;1.8;6.46;4
0.03;0.11;0.42;1.38;4.97;4
0.07;0.16;0.4;1.7;5.68;4
0.01;0.08;0.32;1.09;3.09;4
0.07;0.17;0.67;2.04;5.5;4
0.0;0.09;0.46;1.57;5.31;4
0.0;0.05;0.18;0.96;3.47;4
0.02;0.08;0.34;1.19;3.37;4
0.05;0.17;0.54;1.38;4.65;4
0.02;0.12;0.54;1.34;3.56;4
0.03;0.12;0.31;0.69;2.38;4
0.07;0.18;0.53;1.45;3.72;4
0.03;0.13;0.6;2.07;6.62;4
0.01;0.13;0.42;1.93;6.25;4
0.01;0.08;0.25;1.12;3.26;4
0.01;0.12;0.65;2.1;6.28;4
0.03;0.14;0.54;1.89;7.74;4
0.04;0.1;0.44;1.73;6.86;4
0.05;0.17;0.54;2.23;6.48;4
0.03;0.09;0.38;1.32;4.5;4
0.05;0.14;0.53;2.04;7.7;4
0.01;0.09;0.36;1.09;3.03;4
0.02;0.11;0.4;2.11;6.61;4
0.03;0.15;0.6;2.02;7.46;4
0.02;0.07;0.36;1.26;3.53;4
0.04;0.1;0.56;1.93;5.78;4
0.08;0.14;0.49;1.71;4.91;4
0.06;0.2;0.49;1.42;5.01;4
0.04;0.11;0.45;1.9;4.89;4
0.0;0.14;0.57;2.1;7.31;4
0.02;0.11;0.56;1.67;4.72;4
0.03;0.1;0.37;1.82;7.75;4
0.02;0.15;0.42;1.72;5.62;4
0.02;0.11;0.39;1.15;4.41;4
0.02;0.05;0.22;1.08;4.41;4
0.01;0.11;0.34;0.96;3.92;4
0.03;0.16;0.57;1.97;5.4;4
0.05;0.16;0.5;1.43;3.75;4
0.03;0.08;0.55;2.11;6.45;4
0.05;0.2;0.55;1.49;3.76;4
0.04;0.15;0.48;1.92;7.59;4
0.01;0.12;0.51;1.64;7.45;4
0.02;0.11;0.51;1.87;7.74;4
0.07;0.15;0.5;1.98;6.32;4
0.01;0.08;0.43;1.9;6.26;4
0.06;0.15;0.43;1.73;6.06;4
0.03;0.09;0.58;2.12;6.54;4
0.06;0.15;0.53;1.75;6.0;4
0.03;0.18;0.54;1.89;5.78;4
0.03;0.08;0.3;1.05;4.0;4
0.07;0.18;0.5;1.5;4.81;4
0.04;0.1;0.38;1.48;4.34;4
0.04;0.11;0.26;1.07;3.82;4
0.03;0.1;0.43;1.73;6.26;4
0.04;0.1;0.32;1.16;4.05;4
0.04;0.11;0.53;1.95;5.89;4
0.02;0.1;0.33;1.26;3.53;4
0.02;0.12;0.34;1.15;4.54;4
0.01;0.09;0.37;1.71;5.06;4
0.02;0.07;0.28;1.66;7.6;4
0.07;0.19;0.57;2.07;7.28;4
0.05;0.1;0.43;2.08;5.27;4
0.02;0.09;0.45;1.76;5.0;4
0.04;0.13;0.51;2.05;6.36;4
0.03;0.13;0.35;1.13;3.46;4
0.06;0.14;0.47;1.95;6.69;4
0.04;0.11;0.57;2.13;6.21;4
0.06;0.17;0.52;2.16;5.67;4
0.04;0.11;0.54;1.96;6.09;4
0.04;0.15;0.64;2.18;7.25;4
0.04;0.14;0.38;0.86;2.91;4
0.03;0.13;0.5;1.51;3.81;4
0.03;0.15;0.44;1.76;5.85;4
0.07;0.17;0.48;1.48;4.88;4
0.01;0.14;0.47;1.68;4.07;4
0.0;0.07;0.44;1.82;4.24;4
0.03;0.11;0.26;1.19;4.71;4
0.02;0.13;0.44;1.74;5.69;4
0.05;0.15;0.64;1.58;3.94;4
0.02;0.12;0.49;1.9;7.44;4
0.05;0.14;0.48;1.83;5.1;4
0.01;0.11;0.38;1.72;7.41;4
0.02;0.17;0.61;2.09;7.27;4
0.02;0.08;0.45;1.47;4.67;4
0.03;0.16;0.38;1.86;5.82;4
0.01;0.13;0.47;2.15;6.75;4
0.02;0.08;0.48;1.73;7.27;4
0.02;0.11;0.4;1.7;6.91;4
0.03;0.06;0.48;2.0;5.9;4
0.03;0.1;0.38;1.83;7.75;4
0.04;0.13;0.47;1.77;5.49;4
0.03;0.11;0.48;1.91;7.46;4
0.02;0.11;0.48;1.78;7.66;4
0.0;0.06;0.27;0.96;3.02;4
0.04;0.11;0.4;1.89;4.56;4
0.02;0.09;0.28;1.08;3.53;4
0.01;0.08;0.37;1.27;4.41;4
0.01;0.11;0.42;1.71;5.95;4
0.04;0.13;0.57;2.09;6.82;4
0.06;0.17;0.56;2.12;6.8;4
0.02;0.12;0.42;1.01;2.78;4
0.04;0.13;0.53;1.99;7.45;4
0.0;0.06;0.46;1.74;7.6;4
0.05;0.15;0.53;1.51;5.2;4
0.07;0.15;0.49;1.3;4.42;4
0.0;0.04;0.21;0.92;3.28;4
0.04;0.11;0.52;1.58;6.57;4
0.01;0.11;0.46;1.65;5.58;4
0.04;0.06;0.37;1.57;5.36;4
0.05;0.11;0.44;1.83;7.48;4
0.02;0.07;0.41;1.85;6.74;4
0.06;0.13;0.43;1.64;5.54;4
0.01;0.15;0.43;1.73;5.68;4
0.02;0.11;0.48;1.75;6.62;4
0.05;0.09;0.29;0.98;3.08;4
0.01;0.06;0.41;1.66;6.46;4
0.01;0.03;0.15;0.49;2.01;4
0.02;0.13;0.57;1.73;4.29;4
0.03;0.16;0.53;1.45;4.73;4
0.01;0.07;0.27;1.11;4.65;4
0.0;0.16;0.5;1.74;6.47;4
0.02;0.16;0.6;2.13;7.39;4
0.03;0.09;0.36;1.16;4.23;4
0.08;0.18;0.57;2.1;6.8;4
0.01;0.07;0.43;1.93;6.88;4
0.06;0.14;0.32;1.15;4.31;4
0.04;0.14;0.5;1.58;3.94;4
0.04;0.12;0.57;2.19;6.55;4
0.04;0.13;0.52;1.72;5.22;4
0.02;0.13;0.48;1.92;7.6;4
0.03;0.16;0.55;2.05;6.02;4
0.02;0.16;0.4;1.04;3.24;4
0.02;0.11;0.42;1.85;6.55;4
0.03;0.07;0.27;0.88;2.87;4
0.03;0.11;0.42;1.42;5.11;4
0.03;0.17;0.63;2.14;7.03;4
0.05;0.16;0.59;2.03;6.96;4
0.02;0.1;0.48;1.69;5.72;4
0.02;0.09;0.52;1.93;7.88;4
0.04;0.06;0.34;1.88;6.36;4
0.01;0.05;0.29;1.05;4.09;4
0.02;0.15;0.38;1.11;4.08;4
0.02;0.1;0.68;2.11;6.83;4
0.02;0.08;0.23;0.78;2.21;4
0.02;0.1;0.42;1.97;6.74;4
0.03;0.09;0.44;1.66;7.34;4
0.05;0.09;0.26;0.94;3.85;4
0.01;0.09;0.25;1.13;3.37;4
0.04;0.16;0.6;2.1;7.05;4
0.06;0.18;0.62;1.92;5.11;4
0.04;0.17;0.56;1.81;4.81;4
0.03;0.1;0.4;1.73;7.59;4
0.03;0.09;0.4;1.84;7.3;4
0.01;0.12;0.39;1.41;4.51;4
0.01;0.08;0.36;1.76;6.46;4
0.03;0.13;0.54;1.78;5.32;4
0.06;0.17;0.56;2.12;6.68;4
0.01;0.14;0.45;1.11;4.42;4
0.02;0.1;0.44;1.82;6.19;4
0.03;0.16;0.51;2.23;6.51;4
0.06;0.17;0.5;1.7;6.92;4
0.04;0.12;0.51;2.21;6.47;4
